ID;Customer_ID;Month;Name;Age;SSN;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Type_of_Loan;Delay_from_due_date;Num_of_Delayed_Payment;Changed_Credit_Limit;Num_Credit_Inquiries;Credit_Mix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Payment_Behaviour;Monthly_Balance;Credit_Score
0x1894a;CUS_0x60f;September;Aubinl;24;127-21-3412;Doctor;167664,88;0;2;487;10;4;Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan;13;12;11,74;3;Good;1435,29;43,16933533;16 Years and 6 Months;No;449,0602004;238,9591701;High_spent_Large_value_payments;952,6879628;
0x1894b;CUS_0x60f;October;Aubinl;24;127-21-3412;Doctor;167664,88;0;2;6;10;-100;Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan;13;9;11,74;3;Good;1435,29;37,95696483;16 Years and 8 Months;No;449,0602004;303,969531;High_spent_Medium_value_payments;897,6776019;
0x1894c;CUS_0x60f;November;Aubinl;24;127-21-3412;Doctor;167664,88;14007,07333;2;6;10;4;Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan;13;13;10,74;3;Good;1435,29;30,40013988;16 Years and 8 Months;No;449,0602004;964,7169646;High_spent_Large_value_payments;256,9301683;
0x1894d;CUS_0x60f;December;Aubinl;23;127-21-3412;Doctor;167664,88;14007,07333;2;6;10;4;Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan;15;9;11,74;1;Good;1435,29;27,17621857;16 Years and 9 Months;No;449,0602004;284,5818462;High_spent_Large_value_payments;907,0652867;
0x18956;CUS_0x1661;September;Sams;17;205-56-4253;Doctor;18083,64;1336,97;9;506;18;2;Not Specified, and Debt Consolidation Loan;60;15;7,06;14;Standard;2489,37;27,81724649;13 Years and 6 Months;Yes;26,88346071;104,2543619;Low_spent_Medium_value_payments;282,5591774;
0x18957;CUS_0x1661;October;Sams;17;205-56-4253;Doctor;18083,64;1336,97;9;8;18;2;Not Specified, and Debt Consolidation Loan;60;18;7,06;14;Standard;2489,37;24,49426738;13 Years and 7 Months;Yes;26,88346071;;Low_spent_Small_value_payments;219,7832457;
0x18958;CUS_0x1661;November;Sams;17;205-56-4253;Doctor;18083,64;1336,97;9;8;18;2;Not Specified, and Debt Consolidation Loan;58;18;7,06;14;Standard;2489,37;24,94897372;13 Years and 8 Months;Yes;26,88346071;102,1945455;Low_spent_Small_value_payments;294,6189938;
0x18959;CUS_0x1661;December;Sams;16;205-56-4253;Doctor;18083,64;0;9;8;18;2;Not Specified, and Debt Consolidation Loan;60;16;7,06;10;Standard;2489,37;35,58674858;13 Years and 9 Months;Yes;26,88346071;58,96019596;Low_spent_Small_value_payments;337,8533433;
0x18962;CUS_0x9c4b;September;Wagstaffg;27;823-22-4980;Accountant;60362,88;4916,24;7;6;19;6;Personal Loan, Home Equity Loan, Student Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan;50;15;32,22;13;Bad;4543,22;37,71968934;10 Years and 0 Months;Yes;278,8071842;437,2761011;Low_spent_Medium_value_payments;55,54071469;
0x18963;CUS_0x9c4b;October;Wagstaffg;27;823-22-4980;Accountant;60362,88;4916,24;7;6;19;6;Personal Loan, Home Equity Loan, Student Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan;48;18;25,22;13;Bad;4543,22;25,96872007;10 Years and 1 Months;Yes;278,8071842;326,6051103;High_spent_Small_value_payments;146,2117055;
0x18964;CUS_0x9c4b;November;Wagstaffg;27;823-22-4980;Accountant;60362,88;4916,24;7;6;19;6;Personal Loan, Home Equity Loan, Student Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan;46;15;27,22;13;Bad;4543,22;25,4453266;10 Years and 2 Months;Yes;278,8071842;130,9876063;High_spent_Medium_value_payments;331,8292095;
0x18965;CUS_0x9c4b;December;Wagstaffg;26;823-22-4980;Accountant;60362,88;4916,24;7;6;19;6;Personal Loan, Home Equity Loan, Student Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan;50;15;25,22;11;Bad;4543,22;26,50994489;10 Years and 3 Months;Yes;278,8071842;126,7143948;High_spent_Medium_value_payments;336,102421;
0x1896e;CUS_0x9e5e;September;Sara Webbc;35;023-95-0480;Accountant;14968,48;1001,373333;6;5;33;7;Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan;22;9;14,19;14;Standard;2190,95;35,58508522;15 Years and 7 Months;Yes;62,40567663;103,0829967;Low_spent_Medium_value_payments;214,64866;
0x1896f;CUS_0x9e5e;October;Sara Webbc;35;023-95-0480;Accountant;14968,48;1001,373333;6;5;33;7;Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan;20;9;11,19;14;Standard;2190,95;29,42565135;15 Years and 7 Months;Yes;62,40567663;10000;Low_spent_Medium_value_payments;242,9414043;
0x18970;CUS_0x9e5e;November;Sara Webbc;35;023-95-0480;Accountant;14968,48;1001,373333;6;5;33;7;Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan;20;7;14,19;14;Standard;2190,95;28,63578191;15 Years and 8 Months;Yes;68909;78,81589034;Low_spent_Small_value_payments;248,9157664;
0x18971;CUS_0x9e5e;December;Sara Webbc;34;023-95-0480;Accountant;14968,48;1001,373333;6;5;33;7;Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan;20;8;_;9;Standard;2190,95;23,18826677;15 Years and 9 Months;Yes;62,40567663;69,16335141;Low_spent_Medium_value_payments;248,5683053;
0x1897a;CUS_0x7cf1;September;Spicera;43;496-02-6838;Entrepreneur;36229,54;3012,128333;2;6;11;1;Home Equity Loan;6;5;-2,9;3;Good;1274,92;26,27432465;16 Years and 4 Months;No;19,9995665;111,2536365;Low_spent_Small_value_payments;459,9596303;
0x1897b;CUS_0x7cf1;October;Spicera;43;496-02-6838;Entrepreneur;36229,54;3012,128333;2;6;11;1;Home Equity Loan;6;5;1,1;3;Good;1274,92;33,81047822;16 Years and 5 Months;No;19,9995665;207,6030787;Low_spent_Small_value_payments;363,6101881;
0x1897c;CUS_0x7cf1;November;Spicera;43;496-02-6838;Entrepreneur;36229,54;3012,128333;2;6;11;1;Home Equity Loan;6;8;1,1;5;Good;1274,92;27,74813213;16 Years and 6 Months;No;19,9995665;248,947957;Low_spent_Large_value_payments;302,2653098;
0x1897d;CUS_0x7cf1;December;Spicera;43;496-02-6838;Entrepreneur;36229,54;3012,128333;2;6;11;1;Home Equity Loan;6;4;_;3;Good;1274,92;25,72148906;16 Years and 7 Months;No;19,9995665;114,3387265;High_spent_Medium_value_payments;416,8745403;
0x18986;CUS_0x37f8;September;Sarah N.b;25;733-93-6011;Accountant;39910,48;3529,873333;1;7;2;1;Not Specified;26;4;1,9;5;Good;1072,94;30,89247062;22 Years and 1 Months;No;31,77951264;72,57824141;High_spent_Large_value_payments;488,6295793;
0x18987;CUS_0x37f8;October;Sarah N.b;25;733-93-6011;Accountant;39910,48;3529,873333;1;7;2;-100;Not Specified;26;4;1,9;5;Good;1072,94;34,85299805;22 Years and 2 Months;No;31,77951264;119,3249644;High_spent_Medium_value_payments;451,8828563;
0x18988;CUS_0x37f8;November;Sarah N.b;25;733-93-6011;Accountant;39910,48;3529,873333;1;7;2;1;Not Specified;26;4;1,9;2;Good;1072,94;41,55834124;22 Years and 3 Months;No;31,77951264;10000;High_spent_Large_value_payments;499,3709096;
0x18989;CUS_0x37f8;December;Sarah N.b;24;733-93-6011;Accountant;39910,48;3529,873333;1;224;2;1;Not Specified;25;4;8,9;2;Good;1072,94;30,9712832;22 Years and 4 Months;No;31,77951264;10000;Low_spent_Medium_value_payments;337,2151243;
0x18992;CUS_0x3d09;September;Richai;43;676-69-6112;Media_Manager;33199,8;2326,690764;7;10;22;6;Credit-Builder Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan;29;15;12;15;Standard;1935,68;38,01711107;13 Years and 7 Months;Yes;282,2892593;309,2172756;Low_spent_Small_value_payments;130,2177012;
0x18993;CUS_0x3d09;October;Richai;43;676-69-6112;Media_Manager;33199,8;2326,690764;7;1337;22;6;Credit-Builder Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan;24;12;15;15;Standard;1935,68;34,38371646;13 Years and 8 Months;Yes;282,2892593;102,5831119;High_spent_Medium_value_payments;296,851865;
0x18994;CUS_0x3d09;November;Richai;43;676-69-6112;Media_Manager;33199,8;2507,65;7;10;22;6;Credit-Builder Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan;24;15;12;15;Standard;1935,68;37,45796484;13 Years and 9 Months;Yes;282,2892593;181,5617145;Low_spent_Small_value_payments;257,8732624;
0x18995;CUS_0x3d09;December;Richai;42;676-69-6112;Media_Manager;33199,8;2507,65;7;10;22;6;Credit-Builder Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan;24;15;17;12;Standard;1935,68;36,68693358;13 Years and 10 Months;Yes;282,2892593;67,05807047;High_spent_Medium_value_payments;332,3769064;
0x1899e;CUS_0x21f2;September;Shihc;29;959-44-8630;Musician;144686;12306,16667;8;5;5;7;Not Specified, Not Specified, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan;16;17;16,07;9;Standard;605,05;40,27791716;11 Years and 3 Months;Yes;818,5290047;292,4053959;High_spent_Large_value_payments;359,6822661;
0x1899f;CUS_0x21f2;October;Shihc;30;959-44-8630;Musician;144686;12306,16667;8;5;5;7;Not Specified, Not Specified, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan;16;16;10,07;2545;Standard;605,05;27,05268814;11 Years and 4 Months;Yes;23339;346,8509291;Low_spent_Large_value_payments;335,2367329;
0x189a0;CUS_0x21f2;November;Shihc;30;959-44-8630;Musician;144686;12306,16667;8;5;5;7;Not Specified, Not Specified, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan;16;16;16,07;9;Standard;605,05;27,88243736;11 Years and 5 Months;Yes;818,5290047;266,5028552;High_spent_Medium_value_payments;395,5848068;
0x189a1;CUS_0x21f2;December;Shihc;29;959-44-8630;Musician;144686;3803,995;8;5;5;7;Not Specified, Not Specified, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan;16;15;22,07;5;Standard;605,05;26,59000255;10 Years and 7 Months;Yes;818,5290047;479,7550203;High_spent_Medium_value_payments;212,3326417;
0x189aa;CUS_0x872d;September;Davea;19;104-21-7383;Architect;47183,94;3803,995;8;10;27;5;Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified;53;24;9,71;12;Bad;4579,44;29,74564876;13 Years and 6 Months;Yes;166,8906545;89,50824923;High_spent_Medium_value_payments;374,0005962;
0x189ab;CUS_0x872d;October;Davea;19;104-21-7383;Architect;47183,94;3803,995;8;10;27;5;Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified;53;24;9,71;12;Bad;4579,44;28,6964919;13 Years and 7 Months;Yes;166,8906545;145,151533;Low_spent_Large_value_payments;338,3573125;
0x189ac;CUS_0x872d;November;Davea;19;104-21-7383;Architect;47183,94;3803,995;8;10;27;5;Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified;53;23;9,71;12;Bad;4579,44;28,78282322;13 Years and 9 Months;Yes;166,8906545;86,19467538;High_spent_Medium_value_payments;377,3141701;
0x189ad;CUS_0x872d;December;Davea;18;104-21-7383;Architect;47183,94;3803,995;8;10;27;5;Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified;53;24;9,71;8;Bad;4579,44;36,29308204;13 Years and 9 Months;Yes;166,8906545;116,7582198;High_spent_Small_value_payments;356,7506257;
0x189b6;CUS_0x960b;September;Wahbad;32;815-78-7675;Writer;31589,9;2706,491667;7;6;7;2;Debt Consolidation Loan, and Not Specified;22;15;9,13;13;Standard;236,79;29,46632729;13 Years and 11 Months;Yes;44,84904662;93,51987998;Low_spent_Small_value_payments;422,2802401;
0x189b7;CUS_0x960b;October;Wahbad;32;815-78-7675;Writer;31589,9;2706,491667;7;6;7;2;Debt Consolidation Loan, and Not Specified;22;13;9,13;13;Standard;236,79;38,38172822;14 Years and 0 Months;Yes;44,84904662;167,9644271;High_spent_Small_value_payments;317,835693;
0x189b8;CUS_0x960b;November;Wahbad;32;815-78-7675;Writer;31589,9;2706,491667;7;6;7;2;Debt Consolidation Loan, and Not Specified;22;13;9,13;13;Standard;236,79;38,86742979;14 Years and 1 Months;Yes;44,84904662;106,8637418;High_spent_Medium_value_payments;368,9363782;
0x189b9;CUS_0x960b;December;Wahbad;31;815-78-7675;Writer;31589,9;2706,491667;7;6;7;2;Debt Consolidation Loan, and Not Specified;24;14;9,13;8;Standard;236,79;30,3975896;14 Years and 2 Months;Yes;44,84904662;231,2191578;Low_spent_Small_value_payments;284,5809622;
0x189c2;CUS_0x14d3;September;enl;33;219-57-6916;Teacher;107572,72;9133,393333;4;4;15;2;Payday Loan, and Auto Loan;13;12;11,48;6;Standard;302,52;40,22742681;18 Years and 7 Months;No;106,2472556;131,6456446;High_spent_Medium_value_payments;925,4464332;
0x189c3;CUS_0x14d3;October;enl;33;219-57-6916;Teacher;107572,72;9133,393333;1449;313;15;2;Payday Loan, and Auto Loan;17;12;11,48;6;Standard;302,52;32,73683457;18 Years and 8 Months;No;106,2472556;516,3814845;Low_spent_Small_value_payments;580,7105932;
0x189c4;CUS_0x14d3;November;enl;33;219-57-6916;Teacher;107572,72;9133,393333;4;211;15;2;Payday Loan, and Auto Loan;17;12;11,48;6;Standard;302,52;27,82536649;18 Years and 9 Months;No;106,2472556;707,744182;Low_spent_Small_value_payments;389,3478958;
0x189c5;CUS_0x14d3;December;enl;32;219-57-6916;Teacher;107572,72;9133,393333;4;4;15;2;Payday Loan, and Auto Loan;17;12;5,48;2;Standard;302,52;37,36081697;18 Years and 10 Months;No;106,2472556;;High_spent_Large_value_payments;830,0082318;
0x189ce;CUS_0xc651;September;Antonella Cianciof;15;148-98-6816;Journalist;104428,08;8866,34;3;4;8;4;Mortgage Loan, Payday Loan, Home Equity Loan, and Not Specified;16;17;16,72;13;Standard;265,56;39,15220828;20 Years and 5 Months;Yes;179,1275605;323,0433785;High_spent_Medium_value_payments;634,463061;
0x189cf;CUS_0xc651;October;Antonella Cianciof;15;148-98-6816;Journalist;104428,08;8866,34;3;4;8;4;Mortgage Loan, Payday Loan, Home Equity Loan, and Not Specified;19;20;21,72;13;Standard;265,56;33,45424963;20 Years and 6 Months;Yes;179,1275605;759,7075416;Low_spent_Medium_value_payments;227,7988979;
0x189d0;CUS_0xc651;November;Antonella Cianciof;15;148-98-6816;Journalist;104428,08;8866,34;3;4;8;4;Mortgage Loan, Payday Loan, Home Equity Loan, and Not Specified;19;20;14,72;1829;Standard;265,56;25,32782217;20 Years and 8 Months;Yes;179,1275605;788,3376038;Low_spent_Medium_value_payments;199,1688357;
0x189d1;CUS_0xc651;December;Antonella Cianciof;14;148-98-6816;Journalist;104428,08;8866,34;3;4;8;4;Mortgage Loan, Payday Loan, Home Equity Loan, and Not Specified;14;20;14,72;8;Standard;265,56;27,28687923;20 Years and 8 Months;Yes;179,1275605;190,8279201;High_spent_Large_value_payments;756,6785194;
0x189da;CUS_0xb538;September;Norihiko Shirouzui;17;760-11-8872;Musician;51211,26;4048,605;6;6;16;6;Home Equity Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Mortgage Loan;7;12;16,57;4;Standard;2057,4;30,71198473;13 Years and 3 Months;Yes;222,9076774;;Low_spent_Medium_value_payments;104,9933643;
0x189db;CUS_0xb538;October;Norihiko Shirouzui;17;760-11-8872;Musician;51211,26;4048,605;6;6;16;6;Home Equity Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Mortgage Loan;4;15;16,57;4;Standard;2057,4;30,27964136;13 Years and 4 Months;Yes;222,9076774;186,1133739;Low_spent_Medium_value_payments;275,8394487;
0x189dc;CUS_0xb538;November;Norihiko Shirouzui;1855;760-11-8872;Musician;51211,26;4048,605;6;6;16;6;Home Equity Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Mortgage Loan;7;12;16,57;4;Standard;2057,4;39,92517525;13 Years and 6 Months;Yes;222,9076774;148,0037647;High_spent_Small_value_payments;293,9490579;
0x189dd;CUS_0xb538;December;Norihiko Shirouzui;16;760-11-8872;Musician;51211,26;4048,605;6;6;16;6;Home Equity Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Mortgage Loan;7;12;14,57;4;Standard;2057,4;34,68967513;13 Years and 6 Months;Yes;222,9076774;105,124529;High_spent_Medium_value_payments;326,8282936;
0x189e6;CUS_0x1fcb;September;Herbst-Baylissn;44;448-72-4083;Developer;106694,82;8959,235;6;6;12;0;;28;11;10,49;7;Good;429,41;37,66484318;20 Years and 10 Months;No;0;169,654536;High_spent_Small_value_payments;986,268964;
0x189e7;CUS_0x1fcb;October;Herbst-Baylissn;44;448-72-4083;Developer;106694,82;0;6;6;12;0;;27;17;7,49;7;Good;429,41;30,60925716;21 Years and 0 Months;No;0;678,379717;Low_spent_Medium_value_payments;497,543783;
0x189e8;CUS_0x1fcb;November;Herbst-Baylissn;44;448-72-4083;Developer;106694,82;8959,235;6;6;12;0;;27;13;7,49;7;Good;429,41;38,57497193;21 Years and 0 Months;No;0;725,4579464;Low_spent_Small_value_payments;460,4655536;
0x189e9;CUS_0x1fcb;December;Herbst-Baylissn;43;448-72-4083;Developer;106694,82;8959,235;6;6;12;0;;28;17;7,49;2;Good;429,41;35,51265466;21 Years and 1 Months;No;0;341,8876612;High_spent_Medium_value_payments;804,0358388;
0x189f2;CUS_0xb967;September;Jonathanm;31;914-80-2762;Doctor;33131,6;2770,966667;2;6;8;0;;-3;10;11,49;0;Good;724,78;35,11438784;27 Years and 10 Months;No;0;153,7338432;Low_spent_Medium_value_payments;403,3628235;
0x189f3;CUS_0xb967;October;Jonathanm;31;914-80-2762;Doctor;33131,6;2770,966667;2;6;8;0;;2;10;11,49;0;Good;724,78;34,09243511;27 Years and 11 Months;No;0;51,95708039;High_spent_Medium_value_payments;475,1395863;
0x189f4;CUS_0xb967;November;Jonathanm;31;914-80-2762;Doctor;33131,6;2770,966667;2;6;8;0;;-1;13;9,49;0;_;724,78;27,57422511;28 Years and 0 Months;No;0;32,61057664;High_spent_Medium_value_payments;494,48609;
0x189f5;CUS_0xb967;December;Jonathanm;30;914-80-2762;Doctor;33131,6;2770,966667;2;6;8;0;;2;13;11,49;0;Good;724,78;24,83414507;28 Years and 1 Months;No;0;205,4352907;Low_spent_Medium_value_payments;351,661376;
0x189fe;CUS_0x8731;September;Spicerf;28;518-75-8448;Writer;9615,095;610,2579167;8;6;13;2;Debt Consolidation Loan, and Student Loan;12;18;5,78;6;Standard;520,99;24,53293162;23 Years and 1 Months;Yes;9,610264096;62,10925694;Low_spent_Small_value_payments;279,3062706;
0x189ff;CUS_0x8731;October;Spicerf;29;518-75-8448;Writer;9615,095;610,2579167;8;6;13;2;Debt Consolidation Loan, and Student Loan;12;18;5,78;6;Standard;520,99;27,07996384;23 Years and 2 Months;Yes;9,610264096;51,83834934;Low_spent_Large_value_payments;269,5771782;
0x18a00;CUS_0x8731;November;Spicerf;29;518-75-8448;Writer;9615,095;610,2579167;8;6;13;2;Debt Consolidation Loan, and Student Loan;12;18;5,78;6;Standard;520,99;36,84170439;23 Years and 3 Months;Yes;77979;23,48442052;Low_spent_Medium_value_payments;307,931107;
0x18a01;CUS_0x8731;December;Spicerf;28;518-75-8448;Writer;9615,095;610,2579167;8;6;13;2;Debt Consolidation Loan, and Student Loan;12;18;5,78;4;Standard;520,99;33,46274738;23 Years and 4 Months;Yes;9,610264096;10000;Low_spent_Small_value_payments;301,8544533;
0x18a0a;CUS_0x4569;September;Carlos Ruanoy;19;086-69-7305;Developer;18184,81;1541,400833;8;9;30;8;Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan;31;12;26,55;14;_;4571,03;26,39749531;5 Years and 0 Months;Yes;63,74196808;;Low_spent_Medium_value_payments;240,7919392;
0x18a0b;CUS_0x4569;October;Carlos Ruanoy;19;086-69-7305;Developer;18184,81;1541,400833;8;9;30;8;Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan;31;15;28,55;14;Bad;4571,03;34,80364045;5 Years and 1 Months;NM;63,74196808;88,02798565;Low_spent_Large_value_payments;272,3701296;
0x18a0c;CUS_0x4569;November;Carlos Ruanoy;19;086-69-7305;Developer;18184,81;1541,400833;8;9;30;8;Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan;31;15;28,55;14;Bad;4571,03;27,86024005;5 Years and 2 Months;Yes;63,74196808;82,2228292;Low_spent_Large_value_payments;278,1752861;
0x18a0d;CUS_0x4569;December;Carlos Ruanoy;18;086-69-7305;Developer;18184,81;1541,400833;8;9;30;8;Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan;31;13;28,55;1168;Bad;4571,03;40,01986939;5 Years and 3 Months;Yes;63,74196808;29,48379113;High_spent_Large_value_payments;300,9143241;
0x18a16;CUS_0x14c2;September;Diane Bartzx;31;840-29-3626;Architect;67978,8;5803,9;9;5;27;9;Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan;39;18;14,41;15;Bad;4683,95;33,42867643;9 Years and 3 Months;Yes;301,992156;644,1381955;Low_spent_Small_value_payments;;
0x18a17;CUS_0x14c2;October;Diane Bartzx;31;840-29-3626;Architect;67978,8;5803,9;9;5;27;9;Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan;39;21;18,41;15;_;4683,95;36,80359078;9 Years and 4 Months;Yes;73811;369,4894572;Low_spent_Large_value_payments;178,9083868;
0x18a18;CUS_0x14c2;November;Diane Bartzx;31;840-29-3626;Architect;67978,8;5803,9;9;5;27;-100;Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan;39;21;18,41;186;Bad;4683,95;33,4121649;9 Years and 5 Months;Yes;32698;;High_spent_Medium_value_payments;340,8467824;
